code,jsic_group_code,name
"8824","882","特別管理産業廃棄物処分業"
"8891","889","死亡獣畜取扱業"
"8899","889","他に分類されない廃棄物処理業"
"8901","890","管理，補助的経済活動を行う事業所"
"8911","891","自動車一般整備業"
"8919","891","その他の自動車整備業"
"9000","900","主として管理事務を行う本社等"
"9009","900","その他の管理，補助的経済活動を行う事業所"
"9011","901","一般機械修理業（建設・鉱山機械を除く）"
"9012","901","建設・鉱山機械整備業"
"9021","902","電気機械器具修理業"
"9031","903","表具業"
"9091","909","家具修理業"
"9092","909","時計修理業"
"9093","909","履物修理業"
"9094","909","かじ業"
"9099","909","他に分類されない修理業"
"9100","910","主として管理事務を行う本社等"
"9109","910","その他の管理，補助的経済活動を行う事業所"
"9111","911","職業紹介業"
"9121","912","労働者派遣業"
"9200","920","主として管理事務を行う本社等"
"9209","920","その他の管理，補助的経済活動を行う事業所"
"9211","921","速記・ワープロ入力業"
"9212","921","複写業"
"9221","922","ビルメンテナンス業"
"9229","922","その他の建物サービス業"
"9231","923","警備業"
"9291","929","ディスプレイ業"
"9292","929","産業用設備洗浄業"
"9293","929","看板書き業"
"9294","929","コールセンター業"
"9299","929","他に分類されないその他の事業サービス業"
"9311","931","実業団体"
"9312","931","同業団体"
"9321","932","労働団体"
"9331","933","学術団体"
"9332","933","文化団体"
"9341","934","政治団体"
"9399","939","他に分類されない非営利的団体"
"9411","941","神社，神道教会"
"9412","941","教派事務所"
"9421","942","寺院，仏教教会"
"9422","942","宗派事務所"
"9431","943","キリスト教教会，修道院"
"9432","943","教団事務所"
"9491","949","その他の宗教の教会"
"9499","949","その他の宗教の教団事務所"
"9501","950","管理，補助的経済活動を行う事業所"
"9511","951","集会場"
"9521","952","と畜場"
"9599","959","他に分類されないサービス業"
"9611","961","外国公館"
"9699","969","その他の外国公務"
"9711","971","立法機関"
"9721","972","司法機関"
"9731","973","行政機関"
"9811","981","都道府県機関"
"9821","982","市町村機関"
"9999","999","分類不能の産業"
